"ntd_id","Agency","City","State","max_organization_type","max_reporter_type","report_year","max_uace_code","max_uza_name","max_primary_uza_population","max_agency_voms","sum_vehicle_operations","sum_vehicle_maintenance","sum_facility_maintenance","sum_general_administration","sum_reduced_reporter_expenses","Total","sum_separate_report_amount"
"50352","Kendall County, dba: Kendall Area Transit","Yorkville","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"15","0","0","0","0","1443833","1443833","0"
"50353","Tri-Valley Opportunity Council, Inc., dba: Tri-Valley Heartland Express","Crookston","MN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"22","0","0","0","0","3180495","3180495","0"
"50354","City of Huntingburg, dba: Huntingburg Transit System","Huntingburg","IN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"3","0","0","0","0","234636","234636","0"
"50355","Barry County Board of Commissioners","Hastings","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"17","0","0","0","0","1872533","1872533","0"
"50356","Delta Area Transit Authority","Escanaba","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"18","0","0","0","0","1964208","1964208","0"
"50358","City of New Castle, dba: New Castle Transit","New Castle","IN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"4","0","0","0","0","745589","745589","0"
"50359","City of Stevens Point","Stevens Point","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"12","0","0","0","0","2364590","2364590","0"
"50360","City of New Richmond, dba: New Richmond Public Transit","New Richmond","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"2","0","0","0","0","245114","245114","0"
"50361","Huntington County Council on Aging , dba: Huntington Area Transportation","Huntington","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"15","0","0","0","0","801537","801537","0"
"50362","Huron County Transit, dba: North Central Area Transit","Norwalk","OH","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"8","0","0","0","0","453209","453209","0"
"50363","Scioto County/Access Scioto County, dba: Access Scioto County","Portsmouth","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"11","0","0","0","0","883418","883418","0"
"50364","Jo Daviess County, dba: Jo Daviess County Transit","Galena","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"18","0","0","0","0","1107015","1107015","0"
"50365","Area IV Agency on Aging and Community Action Programs , dba: Tippecanoe County Transportation","Lafayette","IN","Area Agency on Aging","Rural Reporter","2023",,,,"5","0","0","0","0","243245","243245","0"
"50366","Door County, dba: Door County Connect","Sturgeon Bay","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"9","0","0","0","0","994490","994490","0"
"50369","Manistee County Board of Commissioners","Manistee","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"23","0","0","0","0","3215078","3215078","0"
"50370","Huron County Board of Commissioners, dba: Thumb Area Transit","Bad Axe","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"49","0","0","0","0","5254013","5254013","0"
"50371","Ontonagon County Board of Commissioners","Ontonagon","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"5","0","0","0","0","783901","783901","0"
"50374","Cadillac/Wexford Transit Authority, dba: Wexexpress","Cadillac","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"29","0","0","0","0","3829644","3829644","0"
"50375","City of Whitewater, dba: Whitewater Shared-Ride Taxi","Whitewater","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"2","0","0","0","0","138425","138425","0"
"50377","Hancock Area Transportation Services","Findlay","OH","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"33","0","0","0","0","1767860","1767860","0"
"50379","Becker County","Detroit Lakes","MN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"6","0","0","0","0","581044","581044","0"
"50382","Ashland Public Transit","Ashland","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"10","0","0","0","0","961195","961195","0"
"50383","Van Buren County Board of Commissioners","Paw Paw","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"17","0","0","0","0","2310142","2310142","0"
"50384","Brown County , dba: Brown County Heartland Express","New Ulm","MN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","0","0","0","0","1010770","1010770","0"
"50385","Hancock County, dba: Hancock County Public Transportation System","Carthage","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"3","0","0","0","0","242622","242622","0"
"50386","City of Houghton","Houghton","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","0","0","0","0","539647","539647","0"
"50387","Union County Council on Aging , dba: Union County Transit","Liberty","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"6","0","0","0","0","544433","544433","0"
"50388","Marion Area Transit","Marion","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"10","0","0","0","0","964653","964653","0"
"50389","Orange County First Chance Center , dba: Orange County Transit  System","Paoli","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"7","0","0","0","0","425105","425105","0"
"50390","Ashtabula County Transportation System","Jefferson","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"15","0","0","0","0","1574328","1574328","0"
"50391","City of Edgerton, dba: Edgerton Taxi","Edgerton","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"1","0","0","0","0","70363","70363","0"
"50392","YMCA of Vincennes , dba: VanGo","Vincennes","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"16","0","0","0","0","1355090","1355090","0"
"50394","Trailblazer Joint Powers Board, dba: Trailblazer Transit","Glencoe","MN","MPO, COG or Other Planning Agency","Rural Reporter","2023",,,,"36","0","0","0","0","6038035","6038035","0"
"50395","Gladwin County Board of Commissioners","Gladwin","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"18","0","0","0","0","2113171","2113171","0"
"50396","City of Jefferson, dba: Jefferson Shared-Ride Taxi","Jefferson","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"2","0","0","0","0","159342","159342","0"
"50397","Hubbard County, dba: Hubbard County Heartland Express","Park Rapids","MN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"6","0","0","0","0","662635","662635","0"
"50398","City of Belding","Hastings","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"4","0","0","0","0","249932","249932","0"
"50399","Fayette County Senior Center, dba: Fayette County Public Transit","Connersville","IN","Area Agency on Aging","Rural Reporter","2023",,,,"9","0","0","0","0","514035","514035","0"
"50400","City of Fort Atkinson, dba: Brown Cab","Fort Atkinson","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","0","0","0","0","293701","293701","0"
"50401","Bay Area Rural Transit Commission","Ashland","WI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"17","0","0","0","0","2081656","2081656","0"
"50403","Wells County Council on Aging , dba: Wells on Wheels","Bluffton","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"9","0","0","0","0","755900","755900","0"
"50404","City of Greenville","Greenville","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"6","0","0","0","0","382696","382696","0"
"50405","City of Wisconsin Rapids, dba: Wisconsin Rapids Public","Wisconsin Rapids","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"11","0","0","0","0","943251","943251","0"
"50406","Lancaster Public Transit System, dba: Lancaster-Fairfield Public Transit","Lancaster","OH","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","19234","Columbus, OH","1567254","15","0","0","0","0","2221750","2221750","0"
"50407","City of Bedford, dba: Transit Authority of Stone City","Bedford","IN","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"5","0","0","0","0","760257","760257","0"
"50408","Hancock, City of","Hancock","MI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"6","0","0","0","0","397928","397928","0"
"50409","Clintonville Transit Commission, dba: Clintonville Taxi",,"WI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"2","0","0","0","0","126643","126643","0"
"50410","Fayette County Transportation Program, dba: Fayette County Transportation","Washington Court House","OH","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"12","0","0","0","0","1378602","1378602","0"
"50411","Logan County, dba: SHOW BUS Public Transportation, NFP","Lincoln","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"4","0","0","0","0","216577","216577","0"
"50412","City of Freeport, dba: Pretzel Area Transit","Freeport","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","0","0","0","0","1118567","1118567","0"
"50413","Bay Area Transportation Authority","Traverse City","MI","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2023","88300","Traverse City--Garfield, MI","56890","40","0","0","0","0","12598903","12598903","0"
"50414","West Central Mass Transit District","Jacksonville","IL","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"32","0","0","0","0","2308795","2308795","0"
"50415","Greenville Transit System","Greenville","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","0","0","0","0","768585","768585","0"
"50416","Mecosta Osceola Transit Authority","Big Rapids","MI","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"13","0","0","0","0","1626857","1626857","0"
"50418","City of Tomah, dba: Tomah Transit","Tomah","WI","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"4","0","0","0","0","717633","717633","0"
"50420","Tazewell County, dba: We Care, Inc","Pekin","IL","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"16","0","0","0","0","986891","986891","0"
"50421","Morgan County Transit","Mcconnelsville","OH","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"21","0","0","0","0","1344883","1344883","0"
"50422","Noble County Council on Aging , dba: Noble Transit System","Albion","IN","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"9","0","0","0","0","667177","667177","0"
"50424","Transportation for Logan County, dba: RTC Transportation","Bellefontaine","OH","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"22","0","0","0","0","2099780","2099780","0"
